FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,ADSTRD_NM,RN_ADDR,LA,LO,OPAR_NM,FSTVL_BEGIN_DE,FSTVL_END_DE,FSTV_CN,RELATE_INFO_CN,TRRSRT_POI_NM_y,TRRSRT_CL_NM_y,TRRSRT_LA_y,TRRSRT_LO_y
남한산성문화제,경기도,광주시,남한산성면 산성리,남한산성면,경기도 광주시 남한산성면 남한산성로780번길 105,37.484016,127.1771026,남한산성도립공원 일원,20220923.0,20220925.0,남한산성 활용 미디어 아트 등,,"['개원사', '국청사', '남한산계곡', '남한산성보양거리', '남한산성전통음식마을', '남한산성전통음식마을', '도시농부', '망월사', '물방아관광지', '엄미리계곡', '장경사', '천운사', '현절사']","[180302, 180302, 60504, 60517, 60517, 60517, 60516, 180302, 60513, 60504, 180302, 180302, 180302]","[37.47441307, 37.48405488, 37.46300325, 37.48083614, 37.47680483, 37.47582202, 37.43858914, 37.4783364, 37.47082297, 37.47428857, 37.47526558, 37.47067587, 37.47780053]","[127.1851623, 127.1772088, 127.25238, 127.1832174, 127.1884558, 127.1907029, 127.2878328, 127.1961621, 127.1999028, 127.2338439, 127.1977262, 127.2424194, 127.1907395]"
김포 도심축제,경기도,김포시,장기동,장기동,경기도 김포시 김포한강2로24번길 29,37.643506,126.676558,라베니체 수변상가 일원,20221115.0,20221130.0,점등식+경관조명 전시,,['장기동먹자골목'],[60517],[37.64403653],[126.6715333]
제17회 광릉숲축제,경기도,남양주시,진접읍 부평리,진접읍,경기도 남양주시 진접읍 봉선사길 32,37.7463984,127.1836293,남양주시 광릉숲 일원,20221008.0,20221009.0,광릉숲길 걷기+숲속공연+환경 체험프로그램 운영 등,https://www.nyj.go.kr/culture/1265,"['광릉숲축제', '광릉유원지', '구담사', '금봉사', '기념품백화점', '대진액자', '라바파크', '밤섬유원지', '보경사', '보리수불교예술원', '보성사', '봉선사', '봉선사연꽃축제', '봉영사', '부평리한식마을', '불교용품점', '석가사', '석본사', '선오사', '선화연', '성관사불교', '송원사', '일광불교사', '장현사', '정혜사']","[60523, 60508, 180302, 180302, 91802, 91802, 60508, 60508, 180302, 180302, 180302, 180301, 60523, 180302, 60517, 91802, 180302, 180302, 180302, 110215, 180302, 180302, 91802, 180302, 180302]","[37.74718747, 37.74926018, 37.7609512, 37.75984192, 37.70651797, 37.75712398, 37.71762251, 37.69614802, 37.67268182, 37.72625962, 37.69834533, 37.74714287, 37.74724688, 37.71272301, 37.75832911, 37.72065613, 37.73277057, 37.74182833, 37.75978479, 37.71476777, 37.70803591, 37.75554852, 37.70389893, 37.72204223, 37.706962]","[127.1839176, 127.1769105, 127.1903904, 127.1925513, 127.1685757, 127.1939377, 127.1963766, 127.162528, 127.1504712, 127.1747272, 127.1586905, 127.1837865, 127.1838891, 127.1595968, 127.1931631, 127.1854167, 127.2312604, 127.2397961, 127.1934914, 127.2083537, 127.2198025, 127.1986813, 127.1627139, 127.1699672, 127.2198921]"
제36회 정약용문화제,경기도,남양주시,조안면 능내리,조안면,경기도 남양주시 조안면 다산로747번길 11,37.51627447,127.299035,정약용유적지 일원,20220923.0,20220924.0,고유제+문예대회+인문학 콘서트+연극해설투어+여유당 음악회+여유당 야행+모바일 스탬프투어+역사 골든벨 등,http://www.thinkj.or.kr/,"['강변농원', '구봉방죽', '남양주유기농테마파크', '다산농장', '마뜰체험농원', '샘물딸기농장', '서울시친환경농장', '세정사', '수종사', '수종사은행나무', '실학어린이날큰잔치', '쌍송딸기체험농장', '아라크노피아생태수목원', '아람딸기체험농장', '아랑가한옥체험관', '운길산유원지', '자연숲센터', '정약용문화제', '정혜사', '코코몽팜빌리지', '팔당호', '해수유기농딸기체험농장', '호반유원지', '화음길']","[60516, 110215, 60507, 60516, 60516, 60516, 60516, 180302, 180301, 60513, 60523, 60516, 60503, 60516, 60513, 60508, 60503, 60523, 180302, 60507, 110208, 60516, 60508, 60517]","[37.57742608, 37.58705058, 37.59606792, 37.5407175, 37.55100769, 37.56300538, 37.5890133, 37.56855143, 37.57111304, 37.57113018, 37.51604102, 37.57142751, 37.56812834, 37.56470413, 37.57370223, 37.55836623, 37.55511076, 37.5165835, 37.52635562, 37.59620643, 37.50735392, 37.5636049, 37.52756244, 37.60708188]","[127.3287657, 127.3310452, 127.3367075, 127.2894429, 127.306745, 127.316347, 127.3332177, 127.2716657, 127.302858, 127.3017383, 127.3006546, 127.3237683, 127.2822603, 127.3187709, 127.3201036, 127.3008589, 127.3014778, 127.2995591, 127.2900158, 127.3368782, 127.2943289, 127.3171792, 127.2876897, 127.3419357]"
DDC할로윈클럽데이,경기도,동두천시,보산동,보산동,경기도 동두천시 상패로216번길 42,37.91584622,127.0565068,보산동 한미우호광장,20181027.0,20181028.0,할로윈데이를 모티브로 한 젊은층 맞춤형 페스티벌,,"['영도암', '전국락밴드경연대회및동두천락페스티벌', '중화사']","[180302, 60523, 180302]","[37.91814762, 37.91656577, 37.91545819]","[127.0639458, 127.0564019, 127.0633229]"
동두천시 자원봉사 축제,경기도,동두천시,지행동,송내동,경기도 동두천시 중앙로 125,37.89275541,127.0517461,송내동 시민평화공원,20181020.0,20181020.0,"자원봉사자와 시민, 청소년 모두가 하나되는 나눔의 장",,"['대도사', '한미공예']","[180302, 91802]","[37.87257794, 37.88079126]","[127.0801448, 127.0567187]"
상패남산축제,경기도,동두천시,상패동,상패동,경기도 동두천시 어수로 8,37.90537169,127.0442776,상패동수변공원,20180908.0,20180908.0,"공연,체험,먹거리장터등",,"['광덕사', '다미수목원', '대원사', '덕수사', '미륵사', '반야사', '성불암', '약수암', '화장사']","[180302, 60503, 180302, 180302, 180302, 180302, 180302, 180302, 180302]","[37.91267493, 37.9061094, 37.91759012, 37.90093354, 37.91709692, 37.91575927, 37.91702221, 37.91285993, 37.91068356]","[127.0478177, 127.0369827, 127.051581, 127.0217724, 127.0516019, 127.0252784, 127.0518159, 127.0491013, 127.0437664]"
부천국제만화축제,경기도,부천시,상동,상동,경기도 부천시 길주로1,37.5088104,126.743741,한국만화박물관,20220930.0,20221003.0,"만화전시를 비롯해 만화콘서트, 국제 코스프레 챔피언십, 만화마켓, 참여이벤트 등 화려한 볼거리, 다채로운 즐길거리",,"['JPAINTINGHOUSE', '공방거리', '다람플레닛', '둘리의거리', '별의별', '부천국제만화축제', '부천국제애니메이션페스티벌', '부천생활문화페스티벌다락', '부천아인스월드빛축제', '부천영상문화단지', '부천한옥마을', '사랑방선물', '상동호수공원수피아', '세미판촉', '솜리기프트', '송내로데오거리', '아인스월드', '주식회사별의별', '중동만물', '코코몽녹색놀이터2체험전', '티놀자', '팝업아트축전', '플레이아쿠아리움']","[91802, 60513, 91802, 60517, 91802, 60523, 60523, 60523, 60523, 60514, 60513, 91802, 60511, 91802, 91802, 60517, 60507, 91802, 91802, 60513, 60508, 60523, 60509]","[37.50635582, 37.5100474, 37.4998199, 37.48988321, 37.50761169, 37.50961303, 37.50878903, 37.49473511, 37.51254504, 37.50846477, 37.51016746, 37.48745489, 37.50539769, 37.49282406, 37.49606266, 37.49009849, 37.51258271, 37.50753587, 37.49084798, 37.50994661, 37.50989958, 37.4949155, 37.49959242]","[126.7525334, 126.7452955, 126.7448831, 126.7531961, 126.7515973, 126.7467197, 126.7422812, 126.754057, 126.7466664, 126.7458098, 126.7454074, 126.7622206, 126.7454313, 126.7565722, 126.7424218, 126.7526462, 126.7462849, 126.7515523, 126.7577818, 126.7455877, 126.7456061, 126.754063, 126.7440116]"
시흥갯골축제,경기도,시흥시,장곡동,장곡동,경기도 시흥시 동서로 287,37.38979099,126.7812554,시흥갯골생태공원,20220923.0,20220925.0,시흥갯골 축제(세상에서 가장 큰 생태예술놀이터),,['시흥갯골축제'],[60523],[37.39068333],[126.7820966]
제17회 시흥갯골축제,경기도,시흥시,장곡동,장곡동,경기도 시흥시 동서로 287,37.38979099,126.7812554,시흥갯골생태공원,20220923.0,20220925.0,시흥갯골 축제(세상에서 가장 큰 생태예술놀이터),,['시흥갯골축제'],[60523],[37.39068333],[126.7820966]
안성맞춤 남사당 바우덕이축제,경기도,안성시,보개면 복평리,보개면,경기도 안성시 보개면 남사당로 198,37.03286724,127.3078041,안성맞춤랜드,20220930.0,20221003.0,"남사당공연(비대면), 국내 전통공연(비대면), 안성랜선마켓, 경관조명 설치 운영 등",,"['관음사', '남풍소류지', '너리골문화마을', '목금토크래프트', '물흘리저수지', '백의거사', '보덕사', '성덕사', '신곡저수지', '신장저수지', '심복사', '안성객사', '안성남사당바우덕이축제', '안성남사당상설공연', '안성맞춤남사당바우덕이축제', '영평사', '적가저수지', '청류재식물원', '플로랜드', '호불사']","[180302, 110215, 60513, 91802, 110215, 180302, 180302, 180302, 110215, 110215, 180302, 180302, 60523, 60523, 60523, 180302, 110215, 60511, 60503, 180302]","[37.06537821, 37.07637764, 37.04079633, 37.0346175, 37.04287861, 37.09324829, 37.03111799, 37.03271846, 37.05991723, 37.04619982, 37.10189412, 37.01504256, 37.0330918, 37.03190713, 37.03377193, 37.0421146, 37.04812041, 37.00274806, 37.01275377, 37.03466579]","[127.2975651, 127.323761, 127.2783613, 127.3108362, 127.3251718, 127.3148616, 127.29512, 127.2826913, 127.3154637, 127.2843906, 127.3401896, 127.3224838, 127.3079671, 127.3099803, 127.3111057, 127.2824104, 127.2934563, 127.2917884, 127.3224609, 127.2853911]"
양평김장보쌈축제,경기도,양평군,양평읍 도곡리,양평읍,경기도 양평군 양평읍 종합운동장로 7,37.49038171,127.5235879,물맑은양평종합운동장,20211101.0,20211130.0,11월 김장철을 맞아 김장체험 및 김치를 살수 있는 먹거리 축제이다,,"['갈월사', '대흥사', '법계사', '법림정사', '보문정사', '삼풍저수지', '상평저수지', '선연사', '선재정사', '신애저수지', '약수사', '약수암', '양산사', '양평들꽃수목원', '양평딸기체험축제', '에스지아이양평문화회관', '오빈저수지', '용문산자연휴양림', '운정공예', '원정사', '천왕사', '청정사', '향림사', '호국득도사']","[180302, 180302, 180302, 180302, 180302, 110215, 110215, 180302, 180302, 110215, 180302, 180302, 180302, 60503, 60523, 180302, 110215, 60503, 91802, 180302, 180302, 180302, 180302, 180302]","[37.4721414, 37.48388904, 37.47590053, 37.46452899, 37.49012597, 37.51679674, 37.51101156, 37.50755728, 37.5045573, 37.5096136, 37.5148033, 37.48293371, 37.4771401, 37.50223807, 37.50904878, 37.48952127, 37.50702916, 37.51749832, 37.49168191, 37.48616096, 37.50611541, 37.48641348, 37.49209048, 37.48023556]","[127.5128241, 127.5476987, 127.5068633, 127.5187045, 127.5042394, 127.4992312, 127.5073355, 127.5115907, 127.5129887, 127.495651, 127.5184002, 127.5473927, 127.5555873, 127.469705, 127.5131854, 127.5057195, 127.4892155, 127.5198612, 127.5456521, 127.5058141, 127.4784234, 127.4989593, 127.5477401, 127.5054824]"
양평단월고로쇠축제,경기도,양평군,단월면 보룡리,단월면,경기도 양평군 단월면 보룡길 53,37.53855944,127.672992,단월레포츠공원,20190316.0,20190317.0,물맑은 양평의 청정지역에서만 나오는 소리산 고로쇠 수액으로 매년 3월에 개최되는 축제,,"['가족끼리빙어체험', '각원사', '고로쇠약수', '덕은사', '딸기송어축제', '메기수염캠피닉', '무량사', '물맑은양평빙어축제', '미륵사', '백동저수지', '보림사', '부안저수지', '산음계곡', '산음자연휴양림', '산음자연휴양림산음치유의숲', '석산계곡', '석산계곡', '소리산유원지', '소리산자연발생유원지', '송학사', '쉿겨울비밀축제', '양평김장여행', '양평단월고로쇠축제', '양평딸기도시락축제', '양평메기수염축제', '양평몽땅구이축제', '양평빙어축제', '점골저수지', '하늘섬천문대']","[60523, 180302, 60513, 180302, 60523, 60523, 180302, 60523, 180302, 110215, 180302, 110215, 60504, 60503, 60503, 60504, 60504, 60508, 60508, 180302, 60523, 60523, 60523, 60523, 60523, 60523, 60523, 110215, 60513]","[37.51457586, 37.52161302, 37.63142601, 37.56365468, 37.51449751, 37.51455861, 37.56521982, 37.51449751, 37.51978561, 37.56051308, 37.58075389, 37.56837734, 37.59485826, 37.59665136, 37.59707081, 37.6391222, 37.63348778, 37.64519506, 37.62836468, 37.57505562, 37.51453741, 37.5145279, 37.54527759, 37.5145296, 37.51453492, 37.5145296, 37.56006762, 37.55369824, 37.62958159]","[127.6569722, 127.6407079, 127.6082284, 127.6711445, 127.6573919, 127.6568576, 127.6900962, 127.6573919, 127.6430176, 127.6870175, 127.6424588, 127.67305, 127.5775623, 127.5728235, 127.5751966, 127.6027269, 127.6074056, 127.6109325, 127.6114197, 127.6647649, 127.6569406, 127.6568442, 127.6702976, 127.6568529, 127.6569857, 127.6568529, 127.6855962, 127.6760214, 127.5838517]"
양평물축제,경기도,양평군,옥천면 옥천리,옥천면,경기도 양평군 옥천면 옥천체육공원길 66,37.52001447,127.4561346,옥천레포츠공원,20190726.0,20190728.0,옥천면 사탄천 일대에서 가족과 함께 시원한 여름을 즐기는 축제,,"['다락방딸기체험농장', '맑은절', '무공선원', '미소사', '사나사', '사나사계곡', '설매재자연휴양림', '양근향교', '양평관광농원', '양평물소리길', '양평물축제', '양평워터워페스티벌', '옥천저수지', '용천3리마을체험관', '용천계곡', '용천골', '용천관광농원', '용천저수지', '이창기길', '중미산자연휴양림', '중미산자연휴양림숲해설산책로', '중미산자연휴양림중미산천문대']","[60516, 180302, 180302, 180302, 180301, 60504, 60503, 60609, 60516, 60513, 60523, 60523, 110215, 60513, 60504, 60504, 60516, 110215, 60513, 60503, 60513, 60514]","[37.51672684, 37.51587121, 37.53705538, 37.55157028, 37.5382125, 37.53702232, 37.55601384, 37.52550433, 37.55496569, 37.51467397, 37.52029108, 37.52054222, 37.52356226, 37.53500477, 37.54085617, 37.5277984, 37.53235141, 37.52232429, 37.51982173, 37.58321001, 37.5826268, 37.58182084]","[127.4409861, 127.4326187, 127.4489688, 127.4564707, 127.5062297, 127.5067123, 127.5126312, 127.4576032, 127.4533859, 127.4376178, 127.4562715, 127.456325, 127.4802359, 127.4882002, 127.4950641, 127.4948025, 127.481678, 127.4939231, 127.4564847, 127.4556557, 127.4570249, 127.4594027]"
양평부추축제,경기도,양평군,양동면 쌍학리,양동면,경기도 양평군 양동면 양동역길 19,37.42030404,127.7544833,양동역일대,20180915.0,20180916.0,양동면의 특산품인 부추로 다양한 음식과 더불어 을미의병 발상지로서 의병출정식 등 행사,,"['계룡사', '계정사', '고래천년초농원', '국립양평치유의숲', '금선사', '금왕사', '금왕저수지', '단석저수지', '백운사', '보림사', '산촌생태마을', '산촌생태마을', '선경사', '소류지', '양평숲속의미술공원', '유점사', '정토사', '화엄사']","[180302, 180302, 60516, 60503, 180302, 180302, 110215, 110215, 180302, 180302, 60516, 60516, 180302, 110215, 60513, 180302, 180302, 180302]","[37.49427011, 37.44156737, 37.4326004, 37.46119906, 37.45541106, 37.46283362, 37.47798474, 37.40255627, 37.44590677, 37.41996089, 37.40096764, 37.4396178, 37.41314111, 37.43711734, 37.394847, 37.45276557, 37.39229092, 37.45902093]","[127.7177648, 127.7682724, 127.749641, 127.7181242, 127.7267544, 127.7398401, 127.7398804, 127.7370561, 127.7385866, 127.7596274, 127.7270653, 127.768944, 127.7443866, 127.7656976, 127.7380627, 127.7569972, 127.7432169, 127.7213065]"
양평산수유한우축제,경기도,양평군,개군면 하자포리,개군면,경기도 양평군 개군면 자진개1길 83,37.43277374,127.5313533,개군레포츠공원,20190406.0,20190407.0,노랑 산수유 꽃이 필 4월 주읍리 등 마을길을 걷고 개군한우를 먹으며 즐길수 있는 축제,,"['금강사', '대덕사', '미륵사', '백룡사', '부리저수지', '산수유마을양평빙어축제', '산수유한우축제', '아델라한옥', '양평나섬치즈체험마을', '양평산수유한우축제', '양평해장국거리', '용천사', '해인선원', '해인연등축제', '향리저수지']","[180302, 180302, 180302, 180302, 110215, 60523, 60523, 60513, 60513, 60523, 60517, 180302, 180302, 60523, 110215]","[37.45700722, 37.45743328, 37.45037028, 37.42941433, 37.43880027, 37.43299359, 37.43900021, 37.46720139, 37.44751704, 37.43385534, 37.46561402, 37.41681796, 37.45229693, 37.45231061, 37.43302268]","[127.5487148, 127.5487509, 127.5479135, 127.532698, 127.5482604, 127.5655055, 127.5791596, 127.533045, 127.544299, 127.5309611, 127.5280002, 127.5420038, 127.5336617, 127.5337087, 127.5676429]"
양평예술제,경기도,양평군,양평읍 공흥리,양평읍,경기도 양평군 양평읍 농업기술센터길 25-15,37.50947279,127.5125495,용문산관광지일대,20221028.0,20221029.0,양평예총 회원단체의 예술문화 공연과 전시+체험을 통해 지역예술가들과 양평예술을 홍보하여 예술인 역량 강화,,"['갈월사', '대흥사', '법계사', '법림정사', '보문정사', '삼풍저수지', '상평저수지', '선연사', '선재정사', '신애저수지', '약수사', '약수암', '양산사', '양평들꽃수목원', '양평딸기체험축제', '에스지아이양평문화회관', '오빈저수지', '용문산자연휴양림', '운정공예', '원정사', '천왕사', '청정사', '향림사', '호국득도사']","[180302, 180302, 180302, 180302, 180302, 110215, 110215, 180302, 180302, 110215, 180302, 180302, 180302, 60503, 60523, 180302, 110215, 60503, 91802, 180302, 180302, 180302, 180302, 180302]","[37.4721414, 37.48388904, 37.47590053, 37.46452899, 37.49012597, 37.51679674, 37.51101156, 37.50755728, 37.5045573, 37.5096136, 37.5148033, 37.48293371, 37.4771401, 37.50223807, 37.50904878, 37.48952127, 37.50702916, 37.51749832, 37.49168191, 37.48616096, 37.50611541, 37.48641348, 37.49209048, 37.48023556]","[127.5128241, 127.5476987, 127.5068633, 127.5187045, 127.5042394, 127.4992312, 127.5073355, 127.5115907, 127.5129887, 127.495651, 127.5184002, 127.5473927, 127.5555873, 127.469705, 127.5131854, 127.5057195, 127.4892155, 127.5198612, 127.5456521, 127.5058141, 127.4784234, 127.4989593, 127.5477401, 127.5054824]"
용문산산나물축제,경기도,양평군,용문면 신점리,용문면,경기도 양평군 용문면 용문산로 782,37.55023222,127.5704646,용문산관광지일대,20220422.0,20220424.0,"산나물의 맛과 향기를 느낄수 있는 신나는 공연, 즐거운 체험과 전+산나물 요리 등 다채로운 축제",용문역 산나물축제,"['광불사', '광탄리유원지', '덕촌리계곡', '도성사', '도암사', '미륵사상연구회', '백운암', '법광사', '보광사', '보광사', '비룡사', '삼성암', '상원계곡', '상원사', '선운사', '성화사지장암', '양평농촌체험마을겨울얼음축제', '양평레일바이크', '양평양떼목장', '양평용문산산나물축제', '연수계곡', '연수리계곡', '용계계곡', '용계골', '용문사', '용문산관광단지', '용문산은행나무', '용문산토속음식마을', '용문천년시장버섯국밥거리', '용화사', '용흥사', '운계서원', '원두막딸기체험농장', '월명사', '자연계곡', '중성소류지', '중원계곡', '중원폭포', '치마폭포', '칠읍사', '칠정저수지', '퍼밋랜드', '해피템', '허브풀향기나라']","[180302, 60508, 60504, 180302, 180302, 180302, 180302, 180302, 180302, 180302, 180302, 180302, 60504, 180302, 180302, 180302, 60523, 60514, 60510, 60523, 60504, 60504, 60504, 60504, 180301, 60513, 60513, 60517, 60517, 180302, 180302, 60609, 60516, 180302, 60504, 110215, 60504, 60504, 60504, 180302, 110215, 60516, 91802, 60516]","[37.47374891, 37.51263513, 37.50587974, 37.55294212, 37.51578653, 37.55294212, 37.53550164, 37.52645706, 37.50089467, 37.52972969, 37.5318499, 37.50991113, 37.53094478, 37.54843726, 37.53093642, 37.46112537, 37.51725912, 37.47971084, 37.51553856, 37.54680131, 37.52850508, 37.52405348, 37.55576302, 37.55171374, 37.55034823, 37.54680804, 37.54983904, 37.54533387, 37.48386897, 37.52160147, 37.49060308, 37.51507687, 37.50493118, 37.4648048, 37.550794, 37.47658097, 37.55232941, 37.55622623, 37.5653453, 37.45017551, 37.5080234, 37.53784879, 37.47482134, 37.50776981]","[127.603584, 127.636277, 127.5981487, 127.584613, 127.5543328, 127.584613, 127.5505453, 127.5556594, 127.6169376, 127.5622302, 127.5677513, 127.6043128, 127.5582432, 127.5533742, 127.5565342, 127.5930952, 127.6124, 127.5865552, 127.628687, 127.5817071, 127.5703035, 127.5577473, 127.5876877, 127.5856277, 127.5711603, 127.5816298, 127.5713282, 127.583934, 127.5947449, 127.543279, 127.5825102, 127.6009697, 127.610464, 127.585668, 127.6202501, 127.570335, 127.6186977, 127.6143374, 127.6115624, 127.5888485, 127.6135106, 127.5908889, 127.6099847, 127.6057783]"
페스티벌 다다,경기도,양평군,양평읍 양근리,양평읍,경기도 양평군 양평읍 문화복지길 2,37.49709717,127.4839942,양강섬 일대,20221001.0,20221001.0,문화적 영감이 흐르는 양강섬에서 지역과 예술 장르 간 교류의 장을 마련하여 양평의 생태+역사+문화자원을 활용한 자연친화적인 예술 축제,,"['갈월사', '대흥사', '법계사', '법림정사', '보문정사', '삼풍저수지', '상평저수지', '선연사', '선재정사', '신애저수지', '약수사', '약수암', '양산사', '양평들꽃수목원', '양평딸기체험축제', '에스지아이양평문화회관', '오빈저수지', '용문산자연휴양림', '운정공예', '원정사', '천왕사', '청정사', '향림사', '호국득도사']","[180302, 180302, 180302, 180302, 180302, 110215, 110215, 180302, 180302, 110215, 180302, 180302, 180302, 60503, 60523, 180302, 110215, 60503, 91802, 180302, 180302, 180302, 180302, 180302]","[37.4721414, 37.48388904, 37.47590053, 37.46452899, 37.49012597, 37.51679674, 37.51101156, 37.50755728, 37.5045573, 37.5096136, 37.5148033, 37.48293371, 37.4771401, 37.50223807, 37.50904878, 37.48952127, 37.50702916, 37.51749832, 37.49168191, 37.48616096, 37.50611541, 37.48641348, 37.49209048, 37.48023556]","[127.5128241, 127.5476987, 127.5068633, 127.5187045, 127.5042394, 127.4992312, 127.5073355, 127.5115907, 127.5129887, 127.495651, 127.5184002, 127.5473927, 127.5555873, 127.469705, 127.5131854, 127.5057195, 127.4892155, 127.5198612, 127.5456521, 127.5058141, 127.4784234, 127.4989593, 127.5477401, 127.5054824]"
연천거리문화축제,경기도,연천군,전곡읍 전곡리,전곡읍,경기도 연천군 전곡읍 은전로78번길 3,38.02819949,127.0685629,전곡전통시장,20221007.0,20221010.0,7080 레트로 거리+체험+공연 1식,홈페이지 참조,"['능혜사', '로이코리아', '문수암', '바른손크리아트', '법성사', '보국사', '본원사', '수철성', '아미성', '연천구석기겨울여행', '연천율무축제', '연천전곡리유적연천전곡리구석기축제', '일흥사', '전곡죽제사', '청정암', '한탄강유원지', '현대기프트']","[180302, 91802, 180302, 91802, 180302, 180302, 180302, 60609, 60609, 60523, 60523, 60523, 180302, 91802, 180302, 60508, 91802]","[37.9943484, 38.0249795, 37.94224979, 38.02717924, 38.03716178, 38.01200064, 38.02470534, 37.97032139, 37.97454252, 38.01370442, 38.01228163, 38.01369244, 38.02150104, 38.03422322, 38.02657609, 38.00846814, 38.02912247]","[127.0348723, 127.0655416, 126.9885378, 127.068696, 127.0588994, 127.0567365, 127.0739697, 127.0183214, 127.0058817, 127.0623908, 127.0611507, 127.0622717, 127.0722377, 127.0646467, 127.0741329, 127.0589127, 127.0677093]"
연천구석기축제,경기도,연천군,전곡읍 전곡리,전곡읍,경기도 연천군 전곡읍 양연로 1510,38.01564838,127.0614526,연천전곡리유적,20221007.0,20221010.0,선사문화체험+전시+이벤트,홈페이지 참조,"['능혜사', '능혜사', '로이코리아', '로이코리아', '문수암', '문수암', '바른손크리아트', '바른손크리아트', '법성사', '법성사', '보국사', '보국사', '본원사', '본원사', '수철성', '수철성', '아미성', '아미성', '연천구석기겨울여행', '연천구석기겨울여행', '연천율무축제', '연천율무축제', '연천전곡리유적연천전곡리구석기축제', '연천전곡리유적연천전곡리구석기축제', '일흥사', '일흥사', '전곡죽제사', '전곡죽제사', '청정암', '청정암', '한탄강유원지', '한탄강유원지', '현대기프트', '현대기프트']","[180302, 180302, 91802, 91802, 180302, 180302, 91802, 91802, 180302, 180302, 180302, 180302, 180302, 180302, 60609, 60609, 60609, 60609, 60523, 60523, 60523, 60523, 60523, 60523, 180302, 180302, 91802, 91802, 180302, 180302, 60508, 60508, 91802, 91802]","[37.9943484, 37.9943484, 38.0249795, 38.0249795, 37.94224979, 37.94224979, 38.02717924, 38.02717924, 38.03716178, 38.03716178, 38.01200064, 38.01200064, 38.02470534, 38.02470534, 37.97032139, 37.97032139, 37.97454252, 37.97454252, 38.01370442, 38.01370442, 38.01228163, 38.01228163, 38.01369244, 38.01369244, 38.02150104, 38.02150104, 38.03422322, 38.03422322, 38.02657609, 38.02657609, 38.00846814, 38.00846814, 38.02912247, 38.02912247]","[127.0348723, 127.0348723, 127.0655416, 127.0655416, 126.9885378, 126.9885378, 127.068696, 127.068696, 127.0588994, 127.0588994, 127.0567365, 127.0567365, 127.0739697, 127.0739697, 127.0183214, 127.0183214, 127.0058817, 127.0058817, 127.0623908, 127.0623908, 127.0611507, 127.0611507, 127.0622717, 127.0622717, 127.0722377, 127.0722377, 127.0646467, 127.0646467, 127.0741329, 127.0741329, 127.0589127, 127.0589127, 127.0677093, 127.0677093]"
의왕백운호수축제,경기도,의왕시,학의동,청계동,경기도 의왕시 백운로 526,37.38321565,127.000756,백운호수 공영주차장,20220924.0,20220925.0,공연+개폐막식+시민참여 열린무대,,"['도깨비도로', '반야몰', '승림식물원', '청계사', '청계산자연발생유원지', '하이디농장']","[60513, 91802, 60511, 180301, 60508, 60516]","[37.39389186, 37.40630769, 37.39418401, 37.41188213, 37.4058149, 37.39587483]","[127.0279752, 127.0299075, 127.0095519, 127.0353551, 127.0237334, 127.0241828]"
설봉산별빛축제,경기도,이천시,관고동,관고동,경기도 이천시 경충대로2697번길 304,37.27792699,127.425921,설봉공원야외대공연장,20220709.0,20220806.0,대중예술공연(총5회공연),설봉공원(1회 개막공연~4회공연)+장호원 복숭아축제장(5회 폐막공연),"['경기세계도자비엔날레', '설봉산별빛축제', '설봉서원', '설봉호', '영월암', '영월암은행나무', '이천쌀문화축제', '이천인삼축제', '이천장화사', '이천춘사대상영화제', '칠성사절']","[60523, 60523, 60609, 110215, 180302, 60513, 60523, 60523, 180302, 60523, 180302]","[37.27640756, 37.27669317, 37.28170771, 37.27758386, 37.28143117, 37.28125193, 37.27793111, 37.27654888, 37.28792304, 37.2779215, 37.28434732]","[127.4264638, 127.4265439, 127.4206168, 127.4307486, 127.415547, 127.4147364, 127.4269015, 127.4281893, 127.4250334, 127.4259421, 127.4342106]"
이천도자기축제,경기도,이천시,신둔면 고척리,신둔면,경기도 이천시 신둔면 도자예술로5번길 109,37.29309775,127.385686,이천시 신둔면 예스파크,20220902.0,20221003.0,도자기전시+체험,예스파크(이천도자예술마을) +사기막골도예촌+월전미술관+이천세라피아+이천시립박물관+미란다호텔스파+테르메덴,"['가천도예', '고척저수지', '도예촌쌀밥거리', '마니수목원', '백룡사', '봉정암', '비토도예', '석광도예', '성모공예', '성원암', '수남지', '약수사연불선원', '염불선원', '용면저수지', '용화사', '우리절', '이조요', '이천도자기축제', '춘강흙내음', '학암저수지', '한국도요', '한석봉도요']","[91802, 110215, 60517, 60503, 180302, 180302, 91802, 91802, 91802, 180302, 110215, 180302, 180302, 110215, 180302, 180302, 91802, 60523, 91802, 110215, 91802, 91802]","[37.30952961, 37.28910868, 37.31110889, 37.3181324, 37.2948039, 37.32214679, 37.30319257, 37.30633008, 37.30844463, 37.32140948, 37.29397986, 37.32456814, 37.32463106, 37.29727634, 37.29539368, 37.31268082, 37.314959, 37.29257623, 37.29047273, 37.28991566, 37.30313517, 37.30746129]","[127.4006592, 127.3834081, 127.4010313, 127.4405017, 127.3938638, 127.4215457, 127.3902073, 127.4126361, 127.4604793, 127.4158148, 127.4030216, 127.4128261, 127.4122196, 127.366202, 127.3677259, 127.4517187, 127.3997279, 127.3826416, 127.3821882, 127.3717771, 127.4030275, 127.4043012]"
